"tenant_id","driver_id","online_time","offline_time","working_time","dt","week_of_year","car_id","pm","pt"
800007,2326913256,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,97751214,"201908","20190809"
800007,2327319119,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,97798695,"201908","20190809"
800007,2685312129,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,123595563,"201908","20190809"
800007,2685512423,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,123614253,"201908","20190809"
800008,2321216553,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,98190481,"201908","20190809"
800008,2321319496,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,98211863,"201908","20190809"
800008,2321418036,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,98235587,"201908","20190809"
800008,2321818518,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,98286284,"201908","20190809"
800008,2322014700,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,98320131,"201908","20190809"
800008,2322513256,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,98187653,"201908","20190809"
800008,2322919119,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,98295614,"201908","20190809"
800008,2362214709,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,100695340,"201908","20190809"
800008,2363112891,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,100756036,"201908","20190809"
800008,2364114107,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,100861620,"201908","20190809"
800008,2366716361,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,101207753,"201908","20190809"
800008,3006418811,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,146924404,"201908","20190809"
800008,3022811994,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,148289481,"201908","20190809"
800028,2683812519,2019-08-09 00:00:00,2019-08-09 23:59:59,86399,"20190809",32,123499310,"201908","20190809"
800085,3031010020,2019-08-09 19:46:00,2019-08-09 20:20:59,118,"20190809",32,148921666,"201908","20190809"
800085,3032019823,2019-08-09 19:47:00,2019-08-09 22:50:59,7547,"20190809",32,148984126,"201908","20190809"
800085,3032410833,2019-08-09 19:36:00,2019-08-09 19:53:59,1018,"20190809",32,149024302,"201908","20190809"
800085,3033118594,2019-08-09 20:28:00,2019-08-09 22:38:59,4253,"20190809",32,149169696,"201908","20190809"
800085,3033311757,2019-08-09 21:06:00,2019-08-09 21:11:59,359,"20190809",32,149172778,"201908","20190809"
